Customer ID,Age,Gender,Annual Income,Spending Score
1,62,Male,56564,86
2,65,Male,25393,73
3,18,Male,143520,39
4,21,Male,64711,43
5,21,Male,147014,98
6,57,Female,54274,37
7,27,Female,110305,69
8,37,Male,35920,92
9,39,Male,100086,14
10,68,Male,27213,14
11,54,Male,53914,42
12,41,Female,121041,73
13,24,Female,82998,7
14,42,Male,48903,95
15,42,Male,42014,13
16,30,Female,35708,99
17,19,Male,37729,4
18,56,Female,21365,17
19,57,Female,83298,6
20,41,Male,99392,41
21,64,Male,104402,56
22,42,Female,144230,30
23,35,Female,145542,54
24,55,Male,76227,23
25,43,Female,46613,24
26,31,Male,143364,37
27,26,Male,38583,60
28,27,Female,36371,35
29,38,Female,22170,71
30,69,Male,71282,7
31,34,Male,57990,89
32,69,Female,102009,77
33,23,Male,78094,18
34,33,Male,149103,96
35,65,Male,23185,49
36,18,Female,28347,38
37,36,Female,142709,1
38,53,Female,119841,75
39,42,Male,55081,5
40,67,Female,97939,96
41,69,Female,87409,61
42,47,Male,32683,11
43,37,Male,41568,30
44,37,Female,55063,98
45,32,Female,124259,14
46,57,Female,39961,20
47,50,Female,117469,42
48,19,Male,110166,77
49,27,Female,37700,45
50,50,Female,149492,52
51,49,Male,113310,17
52,28,Male,28211,38
53,41,Female,119311,15
54,53,Female,105701,37
55,29,Female,123124,5
56,68,Female,141469,48
57,46,Female,101598,1
58,52,Male,51940,50
59,18,Male,74441,38
60,18,Female,134896,76
61,54,Male,39088,45
62,23,Female,120537,70
63,56,Male,101541,17
64,58,Female,46720,17
65,35,Female,120630,11
66,33,Male,49827,6
67,22,Female,37800,24
68,59,Female,74078,48
69,60,Female,111996,68
70,49,Female,21193,39
71,19,Female,62826,19
72,19,Female,77446,95
73,57,Male,29820,81
74,59,Male,68223,32
75,53,Female,136844,43
76,56,Female,86443,48
77,29,Male,139714,22
78,64,Male,134779,98
79,36,Male,136529,56
80,45,Male,65639,75
81,18,Female,144327,32
82,32,Female,145798,84
83,53,Male,100759,67
84,30,Male,117338,20
85,60,Male,148005,32
86,38,Male,53865,20
87,29,Female,71032,40
88,22,Male,130732,40
89,24,Male,55560,62
90,22,Male,78593,98
91,65,Female,81243,45
92,21,Female,106734,55
93,30,Female,67085,95
94,54,Male,64559,63
95,58,Female,94756,77
96,32,Female,83382,17
97,33,Male,21716,81
98,38,Female,67170,7
99,53,Male,105831,69
100,41,Female,27533,46
101,33,Female,46952,85
102,31,Male,121637,31
103,39,Male,143431,77
104,66,Female,28527,54
105,67,Female,130415,34
106,23,Male,113993,91
107,59,Female,133625,19
108,53,Male,118966,7
109,18,Male,34809,3
110,49,Male,94969,27
111,23,Female,41395,26
112,48,Female,60766,14
113,18,Female,28989,64
114,67,Female,128297,92
115,68,Female,146347,63
116,54,Male,31133,58
117,52,Female,42627,38
118,66,Male,52282,46
119,47,Male,31111,22
120,21,Female,49951,70
121,52,Male,122098,50
122,60,Female,27752,26
123,31,Male,102175,13
124,66,Male,148641,53
125,57,Male,109955,71
126,39,Female,59538,48
127,27,Female,124689,74
128,18,Female,85198,11
129,28,Female,127831,73
130,68,Male,78890,91
131,61,Female,36074,17
132,41,Female,123704,96
133,20,Male,51231,95
134,52,Male,107391,39
135,53,Female,148043,49
136,48,Male,49659,61
137,21,Female,21677,7
138,36,Male,41454,71
139,64,Female,138839,2
140,53,Male,91685,64
141,38,Female,44983,66
142,35,Male,140874,22
143,68,Female,91271,47
144,45,Female,35409,1
145,32,Female,70533,87
146,59,Female,115078,37
147,19,Female,144491,27
148,54,Female,38293,21
149,28,Male,76248,85
150,40,Female,84939,35
151,61,Male,89784,62
152,58,Female,105329,31
153,29,Male,82997,28
154,20,Female,108030,74
155,69,Male,137906,73
156,34,Female,65119,53
157,50,Male,74617,85
158,18,Female,119869,24
159,56,Male,109381,63
160,37,Male,104913,49
161,64,Male,107208,60
162,60,Female,90129,44
163,69,Male,96138,43
164,58,Female,76543,14
165,31,Female,138887,10
166,48,Female,121643,28
167,42,Female,143192,91
168,20,Male,142869,35
169,21,Female,125919,71
170,48,Male,140974,42
171,52,Female,95040,38
172,61,Male,59105,7
173,31,Female,25241,59
174,66,Female,102293,86
175,58,Male,20833,4
176,26,Female,75332,76
177,37,Female,34074,12
178,49,Female,22073,30
179,26,Female,97772,79
180,44,Female,91752,84
181,20,Female,149074,27
182,21,Female,67628,81
183,62,Female,121272,36
184,32,Male,130739,53
185,50,Female,50403,18
186,22,Male,42922,81
187,21,Female,108583,11
188,63,Male,37332,61
189,29,Male,35452,74
190,40,Male,117806,26
191,31,Female,38888,27
192,63,Female,114254,52
193,29,Male,58115,80
194,34,Female,130627,28
195,42,Female,55025,5
196,47,Male,86711,86
197,39,Female,128605,54
198,64,Male,107669,24
199,43,Male,70357,23
200,34,Female,106540,93
201,37,Male,123853,44
202,51,Female,85031,7
203,58,Female,147482,14
204,50,Female,107471,78
205,54,Female,30350,18
206,24,Male,110791,41
207,39,Female,85374,95
208,49,Female,58547,69
209,31,Female,54026,19
210,25,Male,54669,3
211,42,Male,25042,28
212,33,Female,101473,9
213,59,Female,137675,80
214,36,Female,69746,52
215,58,Female,103406,88
216,33,Female,83483,48
217,29,Male,49785,64
218,56,Female,52869,31
219,65,Male,47000,14
220,47,Male,73432,93
221,19,Female,34920,47
222,49,Male,125138,15
223,62,Female,63042,47
224,42,Male,70138,46
225,42,Male,61483,98
226,21,Female,104588,5
227,36,Male,121515,11
228,65,Female,30600,64
229,21,Female,59332,19
230,60,Female,40350,73
231,30,Female,72401,59
232,56,Female,40428,74
233,53,Female,140785,14
234,40,Male,140031,13
235,23,Male,138730,30
236,41,Female,58704,79
237,61,Male,106602,78
238,50,Male,113323,10
239,29,Female,100477,47
240,58,Male,123970,61
241,38,Female,65770,77
242,28,Female,121836,30
243,61,Male,55569,76
244,55,Female,27463,25
245,46,Female,145296,60
246,65,Female,111658,73
247,58,Female,78114,16
248,20,Male,111513,55
249,45,Female,25103,33
250,37,Male,52843,81
251,43,Female,21966,12
252,41,Male,137811,16
253,69,Male,141332,26
254,64,Female,130505,22
255,38,Male,24090,23
256,47,Female,56483,82
257,21,Female,71472,93
258,53,Male,35679,92
259,57,Male,35168,73
260,27,Male,126253,92
261,27,Male,89414,93
262,59,Female,89892,31
263,41,Male,100387,42
264,21,Female,143795,10
265,64,Male,73841,53
266,44,Male,88752,44
267,68,Female,87966,82
268,62,Male,84327,51
269,21,Female,61624,17
270,49,Male,127787,65
271,27,Male,44726,27
272,28,Female,40028,8
273,45,Female,62203,55
274,63,Female,139426,83
275,25,Female,25000,59
276,57,Female,139880,76
277,39,Female,50425,58
278,51,Female,59206,59
279,62,Male,87124,77
280,52,Female,118017,14
281,52,Male,71544,73
282,42,Male,68447,19
283,51,Female,96693,18
284,23,Male,149540,43
285,58,Male,71615,45
286,54,Female,28947,99
287,18,Male,132843,76
288,29,Female,51397,88
289,52,Male,116007,71
290,23,Male,105654,79
291,34,Female,81052,47
292,26,Male,45898,55
293,19,Male,75483,51
294,35,Female,96511,44
295,66,Female,134998,66
296,53,Male,108009,79
297,45,Male,36243,7
298,58,Female,99283,48
299,54,Male,112754,45
300,66,Female,48439,10
301,43,Female,100979,4
302,21,Male,42297,10
303,57,Female,107865,35
304,53,Female,76517,95
305,68,Male,141177,2
306,48,Female,69453,39
307,47,Male,134031,79
308,67,Male,115832,81
309,51,Male,112083,95
310,36,Female,21339,51
311,35,Male,103884,14
312,47,Male,103098,87
313,38,Male,56472,47
314,20,Male,137365,88
315,23,Female,84427,38
316,55,Female,139417,94
317,30,Male,44992,91
318,62,Female,111934,83
319,20,Female,25774,87
320,65,Female,105319,7
321,45,Male,147072,75
322,39,Female,38109,44
323,57,Female,53281,2
324,57,Female,56342,74
325,29,Female,100303,91
326,40,Female,93084,49
327,48,Male,137101,80
328,35,Female,129686,18
329,24,Female,43723,20
330,25,Male,104442,20
331,36,Male,143919,66
332,46,Male,126308,28
333,61,Male,37610,36
334,37,Female,42613,10
335,67,Female,48327,14
336,59,Female,118410,54
337,47,Female,93195,71
338,64,Female,132222,89
339,39,Male,89888,11
340,27,Female,128113,44
341,43,Male,72410,6
342,68,Male,47660,41
343,50,Male,140027,16
344,45,Female,100683,15
345,27,Female,25046,86
346,46,Male,116637,1
347,61,Male,110543,36
348,35,Male,94518,98
349,59,Male,67903,15
350,18,Male,98196,7
351,40,Male,133698,89
352,34,Female,144898,4
353,60,Male,81226,69
354,54,Male,88932,96
355,48,Male,56730,28
356,42,Male,135518,68
357,21,Male,122180,35
358,69,Female,114035,42
359,26,Male,112332,14
360,45,Female,28913,18
361,47,Male,96016,41
362,64,Male,101263,75
363,41,Female,126694,39
364,50,Male,44838,43
365,37,Female,89040,68
366,26,Female,148393,28
367,25,Female,142396,61
368,41,Female,138861,16
369,31,Female,83160,35
370,35,Female,22441,51
371,18,Male,118773,45
372,29,Female,79202,85
373,46,Male,133161,53
374,54,Male,148110,26
375,43,Female,125464,76
376,50,Female,21188,45
377,60,Female,126780,82
378,32,Male,74772,6
379,40,Female,35424,84
380,46,Female,102890,72
381,38,Male,131484,69
382,36,Female,49837,96
383,22,Male,51979,94
384,40,Female,78882,92
385,53,Male,88005,33
386,37,Female,109031,42
387,25,Male,125559,83
388,26,Female,54526,30
389,31,Female,56817,14
390,23,Male,78883,10
391,18,Female,36495,55
392,26,Female,99842,9
393,33,Male,92528,26
394,33,Male,87315,34
395,29,Female,90226,18
396,22,Male,106834,48
397,57,Female,71133,17
398,46,Female,88074,50
399,63,Male,82418,63
400,44,Male,97852,72
401,28,Female,54595,95
402,64,Male,143189,81
403,67,Female,64826,87
404,45,Male,88977,38
405,69,Female,25479,10
406,53,Female,25674,47
407,59,Female,81230,13
408,36,Female,114405,89
409,52,Female,141372,23
410,69,Female,110239,57
411,48,Female,77515,79
412,61,Male,94835,46
413,36,Male,73310,34
414,63,Male,117098,63
415,41,Female,64234,5
416,19,Male,75945,70
417,24,Male,103163,77
418,60,Male,90371,42
419,66,Male,133483,13
420,48,Female,39296,1
421,34,Female,147142,70
422,44,Male,140863,23
423,53,Female,97555,98
424,67,Female,110006,50
425,60,Female,88990,66
426,27,Female,116091,11
427,62,Female,124249,71
428,31,Male,141877,17
429,24,Female,81153,72
430,56,Male,23901,28
431,57,Female,52236,39
432,26,Male,122185,85
433,31,Male,116627,42
434,25,Female,106891,83
435,34,Male,79747,71
436,40,Female,112410,39
437,33,Male,27831,35
438,43,Male,43805,75
439,26,Female,88328,41
440,53,Male,124244,41
441,24,Female,85815,28
442,35,Male,94874,95
443,25,Female,138600,37
444,38,Male,97353,99
445,43,Male,137997,60
446,20,Female,33116,90
447,34,Female,86351,28
448,68,Male,62639,57
449,63,Female,82500,59
450,41,Male,91617,32
451,42,Male,120958,49
452,22,Male,95749,4
453,54,Female,37194,65
454,62,Female,44318,38
455,67,Female,118816,40
456,41,Male,52723,13
457,48,Male,137638,85
458,43,Male,24829,76
459,38,Female,55907,77
460,51,Male,89919,92
461,55,Female,22845,48
462,41,Female,91696,58
463,45,Female,46563,22
464,47,Female,51002,13
465,51,Female,40477,18
466,69,Male,144166,40
467,69,Male,40713,32
468,40,Male,64517,30
469,25,Male,40747,56
470,59,Female,23409,66
471,67,Female,31063,38
472,27,Female,123293,1
473,18,Male,29515,24
474,37,Male,59235,14
475,54,Female,32820,9
476,35,Male,65531,85
477,38,Male,20511,54
478,66,Male,137367,83
479,21,Female,132092,81
480,60,Male,24366,14
481,19,Female,36654,9
482,38,Male,46704,7
483,54,Female,68611,28
484,22,Male,85983,38
485,34,Male,57237,36
486,66,Female,134406,41
487,65,Female,118347,27
488,28,Female,84667,95
489,63,Male,60294,77
490,58,Female,64759,58
491,48,Male,123316,46
492,45,Female,147995,81
493,61,Male,55351,59
494,49,Male,123714,24
495,38,Male,121664,73
496,24,Female,22881,81
497,27,Male,148278,19
498,45,Female,88373,75
499,65,Male,81881,16
500,53,Male,71780,89
501,37,Male,109901,65
502,30,Male,119304,4
503,36,Female,146887,91
504,67,Male,41272,21
505,28,Male,63350,48
506,52,Female,34609,63
507,51,Male,105940,98
508,61,Female,146426,25
509,21,Female,122024,83
510,30,Male,112933,41
511,54,Male,41729,10
512,19,Female,130934,73
513,67,Female,143130,72
514,18,Female,31858,93
515,57,Female,75050,42
516,42,Female,120926,20
517,54,Female,54333,87
518,53,Female,52907,68
519,23,Female,95934,79
520,24,Male,61287,67
521,21,Female,56410,88
522,52,Male,98814,25
523,58,Male,116298,85
524,51,Female,44533,36
525,46,Female,42855,47
526,22,Male,110777,33
527,44,Male,53260,35
528,50,Female,135510,43
529,63,Female,139926,93
530,69,Female,36723,38
531,27,Female,50745,83
532,23,Male,79565,56
533,51,Male,54169,36
534,25,Male,135178,66
535,48,Male,27299,94
536,26,Male,20884,21
537,38,Male,59892,47
538,25,Male,24081,99
539,21,Female,20851,92
540,39,Female,104217,63
541,45,Female,22597,63
542,62,Female,149185,79
543,21,Male,108508,31
544,56,Male,135564,92
545,38,Female,64761,52
546,25,Male,78887,5
547,37,Male,72156,69
548,49,Male,50885,7
549,18,Male,35956,42
550,23,Female,76314,4
551,45,Female,139138,40
552,61,Female,50992,28
553,48,Female,66765,14
554,27,Male,21512,45
555,37,Female,142023,1
556,25,Male,60481,75
557,39,Female,109953,94
558,55,Male,46433,79
559,46,Female,75497,1
560,26,Male,42615,1
561,61,Male,58212,97
562,64,Male,132920,12
563,18,Male,45606,30
564,58,Male,77185,6
565,69,Male,54162,70
566,56,Male,74015,58
567,43,Male,31836,31
568,28,Male,51960,19
569,69,Female,104029,17
570,52,Female,109076,82
571,41,Female,109275,76
572,50,Female,138263,10
573,37,Female,68761,10
574,44,Male,63466,91
575,32,Female,41277,77
576,50,Female,86799,65
577,69,Male,143896,29
578,24,Female,56892,78
579,51,Female,43704,88
580,62,Male,113571,59
581,68,Female,57330,49
582,63,Female,79029,28
583,59,Male,39718,26
584,22,Male,67188,85
585,47,Male,135989,77
586,45,Male,23703,25
587,35,Female,84795,6
588,53,Female,55738,35
589,20,Female,126457,77
590,38,Male,81888,60
591,63,Female,116622,44
592,33,Male,145315,80
593,54,Female,148821,60
594,59,Male,26949,22
595,22,Female,34343,13
596,67,Female,119704,99
597,68,Male,134000,6
598,31,Male,125931,21
599,48,Male,71851,32
600,63,Female,46604,99
601,41,Female,67490,24
602,52,Male,125782,20
603,53,Male,29733,86
604,27,Male,80177,48
605,44,Male,77082,7
606,44,Female,126365,69
607,40,Male,93294,74
608,30,Male,99749,25
609,33,Female,149870,48
610,52,Female,33393,33
611,44,Male,127753,75
612,69,Female,85646,91
613,56,Male,55436,92
614,64,Female,86590,17
615,34,Female,138626,99
616,65,Male,95523,23
617,58,Female,85664,29
618,18,Male,38269,29
619,28,Male,96076,79
620,29,Female,149708,90
621,31,Female,103180,6
622,25,Male,40351,67
623,48,Female,112787,36
624,24,Female,47581,76
625,63,Female,71454,52
626,48,Male,121376,78
627,33,Female,146737,57
628,59,Female,71613,96
629,56,Male,70779,95
630,61,Female,98754,6
631,36,Male,21010,30
632,25,Male,141843,92
633,46,Male,94980,54
634,19,Male,53979,66
635,59,Female,98869,62
636,20,Male,65119,27
637,68,Male,75006,29
638,46,Male,134168,40
639,32,Female,78981,98
640,55,Male,100529,48
641,45,Male,141894,33
642,54,Male,128239,5
643,49,Male,96673,55
644,47,Male,34479,1
645,68,Male,47625,12
646,64,Male,125174,52
647,47,Male,70925,69
648,68,Male,44081,27
649,51,Male,103180,16
650,30,Male,62933,93
651,50,Male,35766,17
652,59,Female,99309,71
653,34,Female,120978,96
654,20,Male,113359,3
655,26,Female,111842,18
656,69,Female,77611,66
657,28,Female,87465,33
658,66,Male,83986,98
659,44,Female,145736,39
660,45,Female,64982,69
661,19,Male,20947,95
662,18,Female,48719,5
663,23,Female,110884,80
664,42,Female,148906,22
665,52,Female,64529,11
666,33,Male,34590,17
667,21,Female,147622,3
668,64,Male,64406,47
669,55,Female,72652,62
670,61,Female,133992,47
671,37,Female,42728,33
672,42,Female,36876,24
673,24,Female,130309,62
674,38,Male,65074,2
675,24,Male,148002,37
676,46,Male,128741,90
677,69,Female,101117,9
678,24,Male,36889,48
679,20,Female,70405,92
680,46,Male,83076,1
681,46,Male,53130,36
682,56,Male,22205,27
683,55,Female,62139,63
684,23,Male,43185,53
685,63,Female,114650,23
686,27,Male,69547,32
687,54,Female,23377,2
688,31,Female,99176,94
689,39,Female,24440,4
690,49,Female,78883,4
691,35,Female,136336,99
692,53,Female,149035,37
693,63,Female,138585,43
694,69,Female,121810,21
695,26,Female,36015,6
696,43,Female,48601,89
697,39,Male,69283,84
698,63,Female,44438,55
699,55,Male,76292,4
700,40,Male,26076,84
701,34,Female,62919,24
702,43,Male,33822,49
703,64,Female,144885,95
704,55,Female,73405,31
705,19,Male,39381,90
706,23,Female,65123,8
707,24,Male,128088,43
708,30,Male,75499,13
709,44,Male,76695,5
710,28,Male,41583,28
711,32,Female,112461,77
712,26,Female,24698,75
713,25,Female,120431,44
714,63,Male,76545,54
715,23,Female,41515,11
716,65,Male,60439,44
717,60,Male,79525,7
718,21,Male,37310,72
719,28,Male,113370,1
720,68,Male,54372,52
721,45,Male,110427,35
722,43,Female,61504,97
723,21,Female,73029,24
724,32,Female,60107,65
725,36,Male,28829,72
726,23,Male,101212,31
727,22,Female,65613,19
728,35,Female,91965,33
729,23,Female,102170,3
730,48,Male,94907,39
731,42,Female,48391,13
732,21,Female,69947,65
733,23,Male,82493,73
734,58,Male,28318,4
735,54,Female,124520,14
736,67,Female,90731,91
737,42,Male,79489,4
738,51,Male,23278,71
739,36,Male,113734,7
740,51,Male,31531,21
741,32,Female,89066,59
742,67,Female,136470,3
743,25,Female,28025,86
744,61,Female,140864,48
745,64,Female,29906,53
746,66,Male,27208,59
747,51,Male,127718,83
748,35,Female,26430,81
749,47,Male,103606,58
750,30,Female,94875,44
751,64,Female,40043,34
752,50,Female,49987,70
753,52,Female,24564,94
754,69,Male,104932,80
755,41,Female,62559,90
756,43,Female,24868,25
757,64,Female,49361,61
758,68,Male,123284,65
759,61,Female,127677,62
760,59,Male,140511,78
761,64,Male,35165,13
762,18,Female,20603,71
763,30,Male,117903,50
764,27,Male,43763,4
765,36,Female,77704,33
766,22,Female,124538,50
767,25,Male,130106,14
768,21,Female,143465,76
769,66,Male,58834,18
770,30,Female,30463,69
771,55,Female,40318,88
772,63,Female,128305,48
773,66,Male,144615,75
774,63,Male,93528,39
775,36,Male,35347,49
776,69,Female,51523,37
777,67,Male,93929,94
778,25,Female,144636,26
779,44,Female,32079,36
780,67,Male,22096,72
781,64,Female,147351,65
782,47,Male,104935,65
783,21,Female,43157,9
784,28,Male,47203,68
785,38,Female,72859,7
786,60,Female,44263,8
787,19,Male,120670,52
788,38,Male,100840,78
789,34,Female,71493,83
790,60,Male,88613,18
791,68,Female,126081,4
792,46,Female,85591,9
793,44,Female,93180,48
794,41,Female,115662,44
795,66,Female,87622,62
796,20,Male,98385,4
797,56,Male,87848,45
798,27,Male,117914,76
799,20,Female,111329,50
800,62,Male,58210,51
801,59,Male,74334,11
802,43,Male,79408,44
803,54,Female,41693,80
804,44,Male,147170,92
805,22,Male,101163,63
806,59,Male,141247,83
807,28,Female,89002,63
808,30,Male,56884,36
809,58,Female,127620,86
810,51,Female,58670,29
811,55,Male,23704,60
812,57,Female,85588,98
813,50,Male,126951,90
814,51,Female,101565,75
815,44,Male,136613,2
816,53,Male,105262,22
817,43,Female,95378,26
818,68,Male,102670,11
819,42,Female,80367,42
820,36,Male,20819,14
821,38,Female,27200,52
822,48,Female,44983,67
823,46,Female,107801,83
824,26,Female,78203,85
825,36,Female,90406,8
826,43,Male,148713,41
827,42,Male,79512,57
828,57,Female,115297,86
829,60,Male,86635,38
830,46,Male,143735,47
831,42,Female,22556,84
832,36,Female,91366,91
833,21,Female,129352,56
834,62,Female,146652,7
835,37,Male,139844,1
836,63,Male,131500,9
837,18,Female,41411,86
838,28,Male,44638,38
839,21,Male,119781,68
840,24,Female,83294,47
841,45,Male,85978,42
842,53,Male,106604,93
843,24,Female,80946,64
844,37,Male,128928,58
845,52,Male,119329,40
846,68,Male,34036,66
847,68,Female,37101,52
848,56,Female,29818,62
849,38,Male,66192,70
850,61,Female,117387,59
851,18,Male,66229,92
852,54,Female,148590,96
853,63,Male,148269,41
854,59,Female,123400,74
855,20,Male,137827,54
856,51,Male,38281,8
857,30,Female,75697,48
858,33,Male,149285,70
859,51,Male,101946,42
860,41,Female,149727,29
861,30,Female,50107,86
862,23,Male,118283,12
863,56,Male,95501,4
864,19,Male,139309,19
865,28,Female,149837,36
866,24,Female,80848,47
867,24,Male,94296,18
868,56,Male,93786,28
869,56,Male,113201,55
870,29,Male,49910,74
871,68,Female,35199,20
872,39,Male,84473,72
873,68,Male,59132,72
874,68,Female,117485,44
875,69,Female,110503,45
876,20,Female,128826,47
877,30,Female,124721,35
878,47,Male,92388,34
879,27,Male,140363,75
880,69,Female,47055,70
881,26,Female,64766,93
882,23,Male,75421,47
883,61,Male,37756,33
884,19,Male,39961,84
885,61,Female,28008,40
886,33,Female,105690,31
887,30,Female,93499,96
888,65,Male,63014,48
889,30,Male,53671,2
890,39,Male,121045,33
891,36,Female,32151,64
892,43,Female,33816,46
893,31,Male,95802,56
894,48,Male,122011,65
895,46,Female,139499,86
896,62,Female,68933,23
897,59,Female,135805,28
898,39,Male,40913,6
899,24,Male,35892,36
900,54,Female,73725,36
901,66,Male,39319,68
902,58,Female,92120,29
903,44,Male,110045,92
904,48,Male,49111,10
905,23,Male,147708,44
906,33,Female,143031,4
907,55,Male,71897,12
908,55,Female,140457,52
909,67,Male,22688,87
910,49,Female,117894,5
911,50,Female,102323,30
912,66,Female,133095,61
913,34,Female,39506,45
914,50,Female,149574,3
915,28,Male,84451,95
916,30,Male,83228,70
917,47,Female,121790,48
918,18,Female,23621,77
919,47,Female,75224,18
920,44,Male,21918,80
921,57,Female,122377,57
922,40,Male,32933,42
923,37,Female,130651,25
924,23,Male,28144,86
925,54,Female,74746,4
926,37,Male,106461,61
927,54,Male,116031,47
928,23,Female,20966,32
929,46,Female,83833,71
930,30,Female,23275,52
931,44,Female,62641,98
932,67,Male,137791,48
933,37,Male,41151,12
934,30,Male,138868,63
935,56,Male,40570,9
936,25,Male,49735,63
937,34,Male,53525,4
938,47,Female,136914,56
939,18,Male,70762,55
940,41,Male,67398,42
941,33,Male,59492,55
942,28,Female,96155,26
943,21,Male,65607,7
944,21,Female,89759,72
945,34,Male,97007,64
946,66,Male,69165,94
947,27,Female,78531,70
948,38,Male,61446,39
949,55,Male,144795,68
950,66,Female,105387,8
951,35,Female,20359,44
952,27,Male,40811,24
953,62,Male,75280,89
954,33,Female,99670,30
955,56,Female,50116,52
956,32,Female,57970,18
957,51,Female,112363,57
958,22,Male,104659,44
959,34,Male,91842,34
960,54,Female,140762,49
961,25,Male,118384,79
962,41,Female,118844,43
963,45,Female,133033,81
964,64,Male,148869,2
965,25,Female,114216,54
966,40,Female,130737,65
967,52,Male,83216,57
968,48,Male,44812,16
969,34,Female,111356,81
970,45,Male,46265,73
971,65,Male,23422,21
972,65,Male,129691,62
973,68,Male,52869,64
974,29,Male,58587,55
975,41,Male,78747,44
976,32,Female,77310,26
977,57,Male,41497,1
978,48,Female,49755,50
979,44,Female,62170,40
980,52,Female,56114,3
981,35,Male,92204,71
982,53,Male,22945,4
983,25,Female,33595,31
984,63,Female,139306,14
985,66,Female,30179,21
986,55,Female,95709,76
987,22,Male,53552,12
988,31,Female,117563,6
989,55,Male,71836,17
990,37,Female,56614,78
991,61,Male,43040,63
992,26,Male,42535,9
993,50,Female,149689,28
994,35,Female,140899,7
995,23,Female,54619,43
996,54,Female,138520,5
997,19,Male,108436,16
998,47,Male,131103,61
999,23,Male,59332,1
1000,34,Male,133068,40
